"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"12","109","St. Johns County","FL","83829","40712","1577425","550185","29907781","-8140676"
"12","111","St. Lucie County","FL","150171","73843","1482752","299508","27378077","-8044447"
"12","113","Santa Rosa County","FL","81608","32831","2630973","361281","30696031","-8701638"
"12","115","Sarasota County","FL","277776","157055","1480842","397610","27194506","-8236935"
"12","117","Seminole County","FL","287529","117845","798295","94985","28708658","-8122710"
"12","119","Sumter County","FL","31577","15298","1413303","89812","28708136","-8207917"
"12","121","Suwannee County","FL","26780","11699","1781094","11028","30186710","-8299346"
"12","123","Taylor County","FL","17111","7908","2698645","492359","30018776","-8361589"
"12","125","Union County","FL","10252","2975","622373","24408","30042652","-8237403"
"12","127","Volusia County","FL","370712","180972","2864221","845978","29067589","-8113849"
"12","129","Wakulla County","FL","14202","6587","1571339","334337","30152673","-8438125"
"12","131","Walton County","FL","27760","18728","2739369","467383","30614519","-8617081"
"12","133","Washington County","FL","16919","7703","1501888","93125","30613161","-8567069"
"13","1","Appling County","GA","15744","6629","1317727","8739","31753389","-8228558"
"13","3","Atkinson County","GA","6213","2449","875686","15590","31294857","-8287473"
"13","5","Bacon County","GA","9566","3859","738084","2510","31556775","-8245115"
"13","7","Baker County","GA","3615","1499","889006","15408","31330837","-8445401"
"13","9","Baldwin County","GA","39530","14200","669494","23374","33071932","-8325085"
"13","11","Banks County","GA","10308","4193","605242","518","34352696","-8350053"
"13","13","Barrow County","GA","29721","11812","420150","1630","33993471","-8371181"
"13","15","Bartow County","GA","55911","21757","1191071","27682","34238402","-8483918"
"13","17","Ben Hill County","GA","16245","6875","652254","5713","31759395","-8321975"
"13","19","Berrien County","GA","14153","5858","1171931","13786","31274242","-8323179"
"13","21","Bibb County","GA","149967","61462","647503","13391","32804510","-8369915"
"13","23","Bleckley County","GA","10430","4268","563102","4481","32435521","-8333121"
"13","25","Brantley County","GA","11077","4404","1151070","7809","31197017","-8198322"
"13","27","Brooks County","GA","15398","5972","1278746","10575","30846525","-8357725"
"13","29","Bryan County","GA","15438","5549","1144142","33113","32020373","-8143763"
"13","31","Bulloch County","GA","43125","16541","1767921","16371","32390705","-8174391"
"13","33","Burke County","GA","20579","8329","2151157","11639","33058372","-8199939"
"13","35","Butts County","GA","15326","5536","483337","8813","33288338","-8395713"
"13","37","Calhoun County","GA","5013","2061","725691","8819","31527925","-8461891"
"13","39","Camden County","GA","30167","10885","1631564","395156","30918946","-8163783"
"13","43","Candler County","GA","7744","3203","639722","4804","32401337","-8207498"
"13","45","Carroll County","GA","71422","27736","1293113","11892","33582760","-8507902"
"13","47","Catoosa County","GA","42464","16762","420184","1139","34902216","-8513642"
"13","49","Charlton County","GA","8496","3222","2022306","5695","30778898","-8213993"
"13","51","Chatham County","GA","216935","91178","1140600","533362","31968396","-8108524"
"13","53","Chattahoochee County","GA","16934","3108","644381","6202","32347545","-8478780"
"13","55","Chattooga County","GA","22242","9142","812620","567","34476634","-8534576"
"13","57","Cherokee County","GA","90204","33840","1097512","26622","34244526","-8447430"
"13","59","Clarke County","GA","87594","35971","312951","1193","33951967","-8336602"
"13","61","Clay County","GA","3364","1586","505623","56430","31621085","-8499295"
"13","63","Clayton County","GA","182052","71926","369455","4257","33542550","-8435703"
"13","65","Clinch County","GA","6160","2423","2096222","38552","30917580","-8270284"
"13","67","Cobb County","GA","447745","189872","881170","11179","33941761","-8457700"
"13","69","Coffee County","GA","29592","11650","1551734","9185","31546929","-8285147"
"13","71","Colquitt County","GA","36645","14350","1430489","11083","31186498","-8376833"
"13","73","Columbia County","GA","66031","23745","751190","46009","33548579","-8226123"
"13","75","Cook County","GA","13456","5340","593392","10691","31154784","-8343076"
"13","77","Coweta County","GA","53853","20413","1147522","7643","33352613","-8476259"
"13","79","Crawford County","GA","8991","3279","842109","3479","32709817","-8397967"
"13","81","Crisp County","GA","20011","8318","709234","19111","31925397","-8377158"
"13","83","Dade County","GA","13147","4998","450460","470","34854620","-8550471"
"13","85","Dawson County","GA","9429","4321","546614","7512","34440009","-8417119"
"13","87","Decatur County","GA","25511","10120","1545804","68285","30878764","-8457963"
"13","89","DeKalb County","GA","545837","231520","694875","6868","33770950","-8422700"
"13","91","Dodge County","GA","17607","7094","1296675","6607","32173280","-8316624"
"13","93","Dooly County","GA","9901","4003","1017784","10841","32160916","-8379837"
"13","95","Dougherty County","GA","96311","37373","853907","12889","31538320","-8421578"
"13","97","Douglas County","GA","71120","26495","516223","2480","33700300","-8476728"
"13","99","Early County","GA","11854","4714","1324192","13039","31330419","-8490920"
"13","101","Echols County","GA","2334","942","1046763","43181","30716702","-8289896"
"13","103","Effingham County","GA","25687","9492","1241873","8805","32370383","-8134348"
"13","105","Elbert County","GA","18949","7891","955171","14976","34114998","-8283976"
"13","107","Emanuel County","GA","20546","8344","1776645","11485","32586937","-8230417"
"13","109","Evans County","GA","8724","3512","479210","4857","32158071","-8189087"
"13","111","Fannin County","GA","15992","8363","999141","14736","34864145","-8431928"
"13","113","Fayette County","GA","62415","22428","511252","4850","33414957","-8449288"
"13","115","Floyd County","GA","81251","32821","1329398","13505","34263300","-8521502"
"13","117","Forsyth County","GA","44083","17869","584844","55880","34223775","-8412672"
"13","119","Franklin County","GA","16650","7613","681993","7927","34373292","-8322767"
"13","121","Fulton County","GA","648951","297503","1369315","15277","33789400","-8446715"
"13","123","Gilmer County","GA","13368","6986","1105195","13300","34688240","-8445786"
"13","125","Glascock County","GA","2357","1036","373486","669","33231080","-8260693"
"13","127","Glynn County","GA","62496","27724","1094027","416115","31216954","-8149423"
"13","129","Gordon County","GA","35072","13777","919843","6418","34504226","-8487158"
"13","131","Grady County","GA","20279","8129","1186622","5737","30875070","-8423293"
"13","133","Greene County","GA","11793","4699","1005872","46384","33581246","-8316756"
"13","135","Gwinnett County","GA","352910","137608","1121113","10044","33958950","-8402510"
"13","137","Habersham County","GA","27621","11076","720550","2607","34630446","-8352933"
"13","139","Hall County","GA","95428","38315","1019588","92054","34315842","-8382088"
"13","141","Hancock County","GA","8908","3396","1225921","14175","33269582","-8300084"
"13","143","Haralson County","GA","21966","9016","730813","2653","33791007","-8520900"
"13","145","Harris County","GA","17788","7814","1201115","23878","32740744","-8490607"
"13","147","Hart County","GA","19712","8942","601466","62696","34353352","-8295916"
"13","149","Heard County","GA","8628","3536","766787","13087","33299664","-8512921"
"13","151","Henry County","GA","58741","21275","835767","4675","33456100","-8415539"
"13","153","Houston County","GA","89208","34785","975888","7966","32458332","-8366834"
"13","155","Irwin County","GA","8649","3479","924202","15329","31602342","-8327428"
"13","157","Jackson County","GA","30005","11775","886796","1621","34133324","-8356273"
"13","159","Jasper County","GA","8453","3637","959507","8126","33316303","-8368734"
"13","161","Jeff Davis County","GA","12032","4792","863547","5282","31801589","-8263598"
"13","163","Jefferson County","GA","17408","7065","1366719","4954","33053978","-8241530"
"13","165","Jenkins County","GA","8247","3365","906096","6831","32788661","-8196042"
"13","167","Johnson County","GA","8329","3389","788466","5483","32702215","-8265616"
"13","169","Jones County","GA","20739","7722","1019874","4234","33026479","-8356609"
"13","171","Lamar County","GA","13038","5066","478733","2509","33072999","-8413521"
"13","173","Lanier County","GA","5531","2202","483862","33722","31037052","-8306327"
"13","175","Laurens County","GA","39988","16504","2104712","15358","32462848","-8292951"
"13","177","Lee County","GA","16250","5537","921523","16146","31776588","-8413731"
"13","179","Liberty County","GA","52745","16776","1344510","216167","31800000","-8146192"
"13","181","Lincoln County","GA","7442","3870","546787","119655","33792692","-8245213"
"13","183","Long County","GA","6202","2638","1038685","6453","31758810","-8174701"
"13","185","Lowndes County","GA","75981","28906","1306045","16573","30834683","-8326782"
"13","187","Lumpkin County","GA","14573","5729","736825","1031","34574497","-8400224"
"13","189","McDuffie County","GA","20119","8043","672873","16900","33477725","-8248189"
"13","191","McIntosh County","GA","8634","4276","1122675","365959","31479990","-8137238"
"13","193","Macon County","GA","13114","4848","1044606","6905","32354068","-8403763"
"13","195","Madison County","GA","21050","8428","736713","2999","34128469","-8320978"
"13","197","Marion County","GA","5590","2152","950669","1229","32352715","-8452614"
"13","199","Meriwether County","GA","22411","8409","1303688","5270","33043407","-8468501"
"13","201","Miller County","GA","6280","2602","733131","1748","31164500","-8472941"
"13","205","Mitchell County","GA","20275","7443","1326151","4705","31223831","-8419464"
"13","207","Monroe County","GA","17113","6401","1024771","5612","33012811","-8391311"
"13","209","Montgomery County","GA","7163","2885","635452","5153","32167566","-8252980"
"13","211","Morgan County","GA","12883","4814","905621","12843","33592845","-8349307"
"13","213","Murray County","GA","26147","10207","892109","6371","34781931","-8474822"
"13","215","Muscogee County","GA","179278","70902","560244","12199","32510710","-8487497"
"13","217","Newton County","GA","41808","15494","716000","7142","33553175","-8384438"
"13","219","Oconee County","GA","17618","6561","481140","997","33837330","-8343727"
"13","221","Oglethorpe County","GA","9763","3936","1142566","2743","33880977","-8308200"
"13","223","Paulding County","GA","41611","15237","812123","3954","33922531","-8486584"
"13","225","Peach County","GA","21189","7537","391316","1001","32563716","-8382773"
"13","227","Pickens County","GA","14432","6403","601263","1682","34464521","-8446497"
"13","229","Pierce County","GA","13328","5271","888427","1668","31356236","-8221518"
"13","231","Pike County","GA","10224","3797","565750","2634","33090904","-8438639"
"13","233","Polk County","GA","33815","13585","805924","2575","33999159","-8518202"
"13","235","Pulaski County","GA","8108","3470","640765","6387","32237077","-8347360"
"13","237","Putnam County","GA","14137","7113","892256","41848","33320571","-8337301"
"13","239","Quitman County","GA","2209","1346","392526","24290","31858975","-8501192"
"13","241","Rabun County","GA","11648","7883","961071","15385","34881290","-8340143"
"13","243","Randolph County","GA","8023","3225","1111836","4256","31762757","-8475802"
"13","245","Richmond County","GA","189719","77288","839334","11479","33359384","-8207400"
"13","247","Rockdale County","GA","54091","19963","338501","3714","33650167","-8402656"
"13","249","Schley County","GA","3588","1447","434133","548","32262828","-8432046"
